10
10 30
2678 8530 6398
2676 8009 7115
5744 8389 126
5476 9585 5699
55 2083 1839
4345 7840 3378
6177 7853 2990
1389 7184 5932
4632 5413 2259
5932 6058 8559
5297 8212 9404
5029 6949 6830
2155 8420 9308
2710 2889 9756
451 9662 3283
6115 7176 1148
4755 6088 4510
662 5362 39
5011 6410 4753
5554 7015 1407
778 9593 9523
2264 3172 2547
3728 7906 6587
6788 8496 9475
6032 7503 4474
1783 8872 7015
8286 9710 9032
639 9972 6506
7391 7653 34
4817 8908 7131
3937 7537 6371
3237 6912 1318
1677 8813 8273
4885 6229 5184
5339 6405 8603
94 2470 3297
2197 5293 5810
2665 6344 8790
1312 8237 2101
1367 2951 6311
1895 6111 128
7589 9825 757
203 6155 215
4072 9170 7768
2343 8834 6446
3336 5390 7143
266 8648 3868
4103 8627 8201
1692 6905 8305
564 6863 1947
5673 7684 4117
5396 7455 7362
8369 9145 2738
1266 4936 8258
2154 9955 8771
56 6383 223
1788 2326 1055
2492 3393 3075
49 9265 64
5510 7207 9681
397 2291 7336
500 10000
7128 7475 5305
3070 7473 1702
7903 8935 2300
2174 4975 4004
7529 7915 4738
4503 8589 4900
4027 7293 3721
5364 9238 1196
7217 8901 4128
435 4802 31
4590 8853 4659
5010 8335 4909
2960 7876 2073
4583 9496 5164
3204 6874 7004
2414 5351 3672
1333 9253 1384
271 1020 8921
4247 6004 8055
5740 6052 2419
5130 7826 1900
1839 2182 5171
6160 7889 7438
1580 2102 4248
2140 9129 3638
166 4892 7839
5200 5454 1596
5503 6486 2659
1765 4964 9230
1541 9930 9060
3571 3817 4225
5070 6653 4326
8767 9173 93
938 7291 7692
9300 9446 8627
4316 6707 1958
8016 8811 4273
5606 9913 2329
5553 6111 4121
824 5354 909
2314 2685 9854
3588 5760 988
5162 7442 4496
4276 8104 2984
6263 8326 4554
1364 7246 5645
5548 7468 8889
3434 7592 217
1901 7806 7438
304 541 8089
5933 8661 7719
5159 9956 1445
1614 5971 7514
1436 8441 413
1031 9244 6083
2464 2761 3253
4620 7248 847
2663 9654 6110
7649 8825 1706
1762 3479 390
5665 7905 4005
4971 7659 9362
6102 8170 907
1027 9109 1114
2723 9736 6325
6846 9461 7638
1737 8218 203
3012 5614 6663
6362 9283 9582
7917 9335 6776
3290 5298 7059
7426 8377 374
1007 6006 9826
4421 5463 8300
3111 6420 1167
1470 5306 8979
6760 8652 376
1874 2522 4058
4621 7705 7839
1680 8334 3426
5639 7216 4601
6659 9045 12
4846 8576 2568
1341 2410 8214
815 1635 3509
5392 6333 4786
311 7027 2210
2443 3224 8953
5904 6160 9342
4442 5560 4144
4385 4538 297
585 6084 633
246 5536 8698
7473 8003 8716
5739 8909 3198
6394 7003 8694
8668 8898 6131
2282 3264 1059
7148 9093 3285
1055 6856 4600
8213 8600 2808
639 1090 8035
7289 8852 8806
7431 8748 7094
7085 8002 3435
88 8534 8816
3666 4570 8063
2694 7518 350
4788 5250 1715
4526 8593 6385
4285 7835 95
434 6186 5169
4322 6190 6010
3878 9301 6226
1640 4517 5146
334 7461 1910
1489 3934 5806
1115 3779 5251
5841 7092 8377
6623 7437 1428
1877 5868 2978
4520 4616 2565
4273 5855 4601
1798 9851 8074
2789 5554 6300
5570 9833 465
4763 6794 5578
2413 9846 8938
2080 8894 9878
6089 6224 5907
3208 5707 5888
2903 3300 6775
3664 5289 4207
2888 8750 1993
6870 8733 1923
2490 8275 3725
1104 5078 9258
1461 9586 2215
1541 2143 6944
1779 5278 5239
96 5238 1500
3314 3337 7668
1836 9202 3591
967 4083 7384
2782 9240 6496
368 4550 8140
3332 5309 829
4437 7179 3541
3121 4585 3716
478 3545 9646
2475 7754 6331
423 864 3463
5938 6091 5803
1367 2702 8094
7850 8208 9899
8216 9981 7276
3671 8157 5211
1826 7737 3298
2795 5370 7807
1060 3900 1076
410 9919 4158
5823 9794 6166
6007 6930 2316
3426 4447 6902
52 4158 6868
8655 9188 8250
326 7926 4377
1132 7548 5003
431 3738 269
4148 5605 6225
1304 8648 5858
3665 5565 160
3151 9346 145
9099 9459 9426
2875 6542 6521
2119 7025 2886
557 7371 6298
7364 8983 7225
4592 7658 3986
970 6979 1347
7111 9930 8439
888 8082 2981
1655 4195 5861
657 2911 5137
596 2851 8025
4062 7173 4121
5381 7106 5998
5530 9937 8396
670 2112 5911
3421 8231 2253
5427 6808 1598
2086 3817 6982
842 8856 2108
5355 8231 4381
4752 5812 1657
7175 8479 6932
2181 4498 4693
6594 9208 5655
1589 2087 3447
4722 6080 4657
1423 4521 9510
737 2130 526
671 5729 9206
5632 7292 2504
2776 9137 1588
5476 6870 6700
3753 6608 8709
396 5674 9900
2362 6221 1259
3024 9862 4009
2416 9464 2632
3894 4629 3569
2756 3632 6775
6041 9083 5863
3562 7768 6824
2988 5215 4770
7531 9409 3693
7411 9463 6616
563 7463 7426
5493 8748 5116
3292 8424 2209
716 1624 5204
1718 7727 3190
1659 7075 1295
5863 8096 8495
2930 4120 71
8989 9463 7399
1016 3972 8690
800 7768 9892
4727 6114 6446
840 3126 2512
4613 9752 3581
1524 3920 7316
2039 4655 7503
4050 5826 3147
841 4561 4063
2743 6759 2405
7077 8155 7296
7783 9126 2681
4769 8229 3064
297 1337 3504
998 5254 5373
1532 2781 4847
261 2165 334
4839 5132 7973
4162 5542 2484
5825 6462 8261
502 8273 6907
2741 8425 8485
3152 7849 4315
2791 7481 6632
6372 9939 4826
1387 8572 9992
1688 7349 9079
4497 4882 5175
3115 4803 5887
360 3233 3687
1673 5235 5652
189 9611 8375
1951 7412 2302
632 7806 3601
8099 9373 9409
773 6993 6897
3427 3926 6449
3562 9523 4904
2668 9462 4947
5316 9082 9441
443 8894 1414
192 927 3954
7629 7744 7200
8707 9187 4679
90 7947 3436
5866 6096 3339
5861 9652 6435
1240 5975 5064
2190 2842 3531
8460 9588 9712
3538 4561 557
5338 6616 4491
1213 6645 6282
8157 8321 979
4396 9989 2304
6537 9475 9022
3055 4880 5673
510 6313 4892
7580 8548 2500
6302 7080 9201
2191 6671 6343
3085 7689 1636
4134 8031 8004
4085 8252 5432
7471 8635 3306
3858 4703 7082
6950 9610 496
2418 6704 4700
4708 6001 9821
4551 4795 9840
2648 2830 9706
3170 7289 8776
4862 9770 8171
4556 6241 6461
4572 4599 9755
2046 9589 9998
5470 6599 6535
5948 7810 123
6462 8689 3133
5999 7723 1233
4659 8004 2342
9658 9711 9544
3310 9753 9809
1437 8411 9019
8178 8221 3793
1884 9517 1447
3881 4919 2841
2549 9542 7990
2993 7973 6118
3455 8547 2797
2119 8707 9757
2458 5684 8805
461 9153 8182
7724 9957 5351
1156 8852 6776
1635 5610 1115
2494 9860 1766
100 7332 5185
2231 7617 4841
2035 4511 5712
143 1586 6351
6615 8780 9758
131 6559 1461
2286 7776 1969
1114 4670 6320
3132 5723 2981
1507 6671 8177
601 5356 3998
1272 3759 5114
4159 6800 6928
1854 9680 3355
6597 8548 556
628 6419 5953
5605 9401 9677
6125 6503 2544
1393 7618 4467
2564 2712 2351
118 1707 159
1239 8434 2085
6656 8576 9888
4374 7288 3362
556 3439 2108
1316 2681 4001
6117 9828 1922
4095 7024 4220
4520 5744 6959
264 2074 5198
8453 9337 8094
7566 8620 3280
2704 7387 53
1574 2035 2046
8028 9772 6205
4104 6119 8009
2050 8719 5809
474 3293 6242
1350 7949 6123
3664 4568 3188
5294 5920 2042
4112 6632 275
2568 4035 5624
1899 3197 5635
2821 8391 5066
3418 6474 2155
1270 4231 2808
751 5577 7195
5007 9649 2064
2940 4780 250
2550 7356 629
1399 9251 8325
8907 9322 5693
1356 2831 5060
6369 6728 4522
4420 6386 8510
712 6119 8712
1750 3874 8576
540 6590 392
1652 8013 6329
5205 8134 6828
1705 4508 5625
4438 7006 3379
989 3061 5146
2501 8823 2886
4871 5788 4478
3943 7450 563
5933 6607 9466
1626 2498 5626
6919 7166 6371
626 2316 6582
3938 5175 5224
2701 9140 285
2341 9795 5680
1469 5337 1930
392 2626 980
1179 9227 1066
5350 6847 4655
768 8038 8902
1363 5462 6948
3811 7531 7216
1929 7149 7936
2077 9033 9248
344 479 5442
378 5180 7376
4831 5637 8551
1484 8154 5350
166 1849 3353
488 7705 5473
1251 2553 410
2808 8407 7559
45 8726 1917
6924 9519 1550
5842 8511 5942
1684 3499 585
3986 6329 3843
6853 8499 5829
2508 7336 8089
6946 7197 9523
576 4458 3443
7648 9107 4951
3819 9183 1399
1327 4624 4098
8683 9775 3403
4276 6973 7117
4514 7759 4904
325 3808 8342
4956 9312 252
858 8098 3471
572 6752 4022
4674 8048 308
1063 3794 7293
971 2718 797
1709 8687 801
4459 5794 4708
141 3641 5605
1948 8440 8312
4989 5369 2365
1470 2122 3123
428 1309 4404
1700 8587 1048
6333 7594 9072
7983 8793 8784
3197 3480 7449
3540 5572 2438
4340 6017 2022
8359 9064 3136
604 2585 7611
1403 4678 6496
1428 6139 3488
1596 2965 3948
144 4729 4610
3738 9741 9594
2081 7447 2895
1042 3184 4016
776 7220 3293
5027 9321 122
6780 7125 5819
669 6683 1916
6745 9333 7212
180 4330 3529
1747 6250 8144
4391 5180 2532
311 5365 8165
1294 2546 7655
195 6873 4797
5213 6174 5042
4901 7391 9905
2975 4815 6070
6028 7653 5110
7377 7822 1425
729 8138 2701
945 6201 4779
281 9283 6897
7823 9095 306
695 9857 7436
2093 6020 5138
704 6115 4522
1866 2200 2697
2875 9635 1986
7387 7451 7849
1087 2659 2977
4179 4406 6270
4046 9770 6761
2616 9518 5298
2719 5361 3177
8318 9885 7903
3795 5723 7694
7593 9341 8708
410 6544 8938
2220 4388 2538
840 7482 4674
6858 7924 6073
291 2115 4845
1539 2582 4469
4413 6849 4284
500 10000
885 2303 6351
1179 4999 4932
1454 8046 985
4272 4659 8291
6179 8289 5448
108 3992 8290
8623 9978 8240
3386 5395 7334
4583 8218 3308
5770 9456 9053
9355 9982 5661
361 4434 6646
6103 8575 5556
196 3620 3969
9572 9622 994
3024 9002 7097
4709 8307 272
3481 7588 4398
3846 4526 1946
1624 3823 3495
2917 8270 4160
3237 9082 1927
2431 4809 2111
506 3302 1230
8732 8831 4108
2034 3898 5715
3371 9059 34
7790 8616 9984
3195 6863 9645
3292 6204 5534
1820 3288 4072
1425 1792 5714
7222 9358 2612
3101 3861 6407
771 9566 2393
4917 7903 7325
5880 6030 5904
7326 7826 641
501 9076 1617
1928 5936 9342
1750 3181 4282
2114 3309 9636
5484 9828 3729
335 8193 2360
915 6549 9404
260 2738 2652
2561 8789 8750
2011 6730 303
233 1582 1315
3190 9979 4647
446 5702 6174
4648 6000 8604
7801 9667 9282
364 4603 456
3384 6690 96
5732 9631 3998
1658 3266 256
843 1674 7544
2942 4161 6115
8229 9397 6837
2439 4731 6311
4190 4963 9858
5833 7945 3131
1504 4597 7047
987 9078 3990
4308 8486 4229
2414 2894 130
3043 9025 7902
1111 9166 9598
2824 5852 8948
354 4683 9539
4156 8280 9702
4022 6318 6166
1042 8971 3815
1010 4233 5279
2935 7869 5633
864 8663 2392
4371 6361 2985
6894 8601 7690
1127 1625 3428
1269 1357 6772
8123 9954 9738
2493 9756 1644
165 3715 6761
7680 8994 4522
4503 9584 5805
969 4215 4371
1946 8622 1501
5371 5791 211
3580 9531 1417
1439 9397 605
1616 8351 4402
4105 8846 7319
202 5786 169
456 6461 8720
3402 9182 1116
335 2491 3573
7549 7998 8062
190 3677 9461
2758 7439 8342
9590 9643 7680
7572 9628 250
1878 5167 182
1933 6819 3100
2967 9961 191
3614 9014 9333
2254 8221 6550
3654 6019 97
7710 8100 362
1801 3345 9082
3966 6207 8535
1693 2271 9368
4875 5487 610
6443 8391 5625
2142 9588 2675
824 1554 1629
370 5459 6631
68 7676 2052
3178 4416 8518
2337 7866 1195
2029 4632 9730
7632 9939 7844
1162 7653 4337
2008 4252 1029
2896 3847 1211
5711 9712 4292
3685 4793 7031
3181 4863 8928
2769 4559 1682
1814 4270 6626
4788 6219 176
1454 3928 2373
2075 9695 6904
4198 6608 7747
593 9025 2347
7811 7961 4978
1103 7578 4820
2082 2994 4942
4081 4558 2902
2348 8258 3224
1884 8557 8145
1743 8915 1534
3906 8325 5654
1490 6262 7308
2644 8170 3901
8437 8634 8323
729 9670 2836
5560 6868 4168
2671 3300 5946
776 7946 5295
6415 8426 4172
390 5674 3993
2933 7991 9102
4914 9204 7339
7629 9024 5245
3661 9949 1296
7022 9303 53
4006 6045 5458
6286 9899 2558
7745 9232 1492
4037 4381 3100
2385 3764 7698
1518 4600 3078
1982 6522 956
7562 8037 2005
115 4672 1120
4815 7556 1441
7850 8447 967
1766 8041 4936
6255 7372 3923
1540 5012 1391
1440 8389 4054
5038 7791 638
2428 3974 4582
162 4515 2662
2085 9297 5423
3746 9804 4453
4801 9844 5672
4532 5070 8270
2773 5721 5402
7015 7927 914
4411 7025 8669
2614 4808 4850
4408 7293 8166
1515 6533 7800
1704 5370 5005
2369 7040 6931
3553 8463 3490
759 4057 9620
9173 9706 2435
2869 7605 5079
2331 4252 4342
4178 6015 5507
3762 5485 3709
686 5268 3492
818 5849 6938
7227 8501 2503
2982 6180 2688
971 7342 8215
4207 7847 6508
4821 9979 9944
3069 8718 3138
2999 5199 6434
618 1313 1004
7024 9070 5311
4066 8136 4976
2681 7967 2983
2618 5721 7489
1048 8724 6987
1006 3014 1801
6966 7170 7072
1119 1281 4
4826 8331 2750
157 8385 5567
4003 6290 8537
64 4316 3810
2897 9983 575
3286 3329 7706
3234 4310 9219
2462 8009 2188
555 9179 8392
5957 6846 1223
2903 9817 849
499 857 248
2800 5580 4631
4440 9162 7843
3539 3856 2219
1859 4427 7695
7452 9650 4143
7095 8481 2067
1461 2767 7952
3967 7157 8175
8425 8453 1958
7965 8935 4989
3695 7512 622
399 1859 8585
3507 8968 7190
2695 3620 7902
5914 8310 3690
3727 7635 9986
286 5174 4590
79 7612 4548
990 8134 1805
4205 8998 4405
3945 8785 9025
1851 6382 1892
1370 1512 1522
3773 3812 8253
6378 9490 8724
5082 7449 6963
5267 6945 6459
6771 9435 2972
2383 8427 7681
3423 3825 2286
1322 9007 3356
2198 6365 5689
2023 7821 7081
2260 4233 1588
4923 6734 9996
2848 4385 5948
784 2808 2668
2648 9703 4345
359 6603 1401
7664 7698 6882
609 9465 1329
3511 7134 8164
5273 8069 9315
8016 9962 3261
1591 4445 34
4318 9718 239
6138 7937 1102
7855 8033 1155
1800 5554 7518
91 4735 8987
696 5963 7794
2171 3068 9565
4851 9223 5544
2782 6735 1915
5316 9423 8204
2614 3330 3479
4974 9783 709
6358 7507 2407
499 7026 7661
2161 8005 6836
3060 4325 7664
2434 3316 7161
3416 4159 616
675 1014 4377
1672 6001 7832
3209 3560 2721
1517 6741 8502
572 761 6431
4575 5760 1182
4169 6023 1027
6455 8607 9380
5025 5873 7252
3791 4498 9225
8592 8943 2293
2304 5337 3217
1535 6611 9737
3853 5981 3395
7624 7693 2579
1558 7062 5939
7253 9978 3763
2528 4190 684
6150 8251 4782
5018 6781 8545
2813 9470 1916
431 4472 8997
5594 9454 599
8946 8983 1096
1658 9397 4929
4340 7223 7828
766 3481 2662
3651 8471 6296
5660 7378 4771
2330 3019 6004
949 959 903
36 1078 1590
2924 6965 1849
6162 7031 9908
490 4867 6441
351 962 8474
1653 5045 2810
1744 8579 8949
1855 4488 1663
4878 5840 5408
6395 8791 5734
12 1961 590
1299 1662 7010
5792 8840 4041
1090 4377 3468
3812 7769 2986
50 7423 9915
7129 8456 7161
1038 6145 9762
134 2918 4343
5317 7373 9643
980 9243 5673
3812 9388 3491
4008 6968 3303
1935 6493 6741
994 6673 4724
3274 4269 3706
1115 1219 3008
2948 6122 2896
7490 7906 4012
278 4545 9594
1277 7425 8541
3990 9861 5864
589 5381 9829
6752 8072 3704
530 6261 1677
540 8117 3164
3420 4903 3478
3524 7850 1517
17 4018 9137
1031 3441 1407
6798 8380 173
3328 5554 2486
656 982 177
568 3572 3770
4839 8805 4314
2775 5404 5510
3100 6768 1878
2409 6090 7366
2226 5000 6433
2492 6867 8401
6550 9314 7119
3744 7819 3364
689 9068 8218
1340 2184 9648
2036 9923 2382
6972 7982 5431
1918 3972 2482
955 3476 6194
161 9931 8425
7542 7943 38
2962 9376 3466
1422 2274 4119
2473 7274 9980
5220 7190 749
3434 7187 9701
145 1728 5414
7055 7265 3588
2224 2351 6202
431 8443 540
4902 8701 8166
293 4298 2019
7381 9661 1699
6458 9713 9020
2752 3794 8422
438 9932 7393
2929 8062 5917
757 800 3108
3313 4476 6855
2514 2533 9367
4332 6850 1876
3924 6277 7305
2656 2768 8670
4929 5135 5556
8052 9112 9064
2635 3571 5972
6984 9794 2421
4303 9243 3866
2905 4566 3580
6008 7213 4177
6330 9758 9722
5804 8539 4432
3365 5519 5415
3901 7623 3536
2753 3128 4748
1748 7969 3455
7020 8693 8852
7414 9031 6454
314 9871 5219
4400 6295 1367
3215 3717 3396
5271 9920 5051
4430 7004 2775
3177 8223 2458
2225 2850 1209
1362 3646 9995
2055 8859 7349
4050 5385 4478
1638 6453 7483
1104 3954 4711
4682 9741 2079
2911 5568 8653
2105 4185 261
495 4572 3139
5848 9560 3531
3011 4849 9974
5725 8410 999
106 7162 2440
7688 8729 8242
109 3403 6268
631 4294 8036
3469 8256 754
6390 9803 5328
7815 8600 5844
2293 7023 1491
3018 3042 5056
14 550 7064
3359 6548 1976
2308 9645 7055
5207 9483 2761
3939 9312 8783
4948 8774 3449
2939 4471 1577
2746 8509 8691
9035 9476 6367
6222 6958 7078
4671 7438 8739
6578 9192 9388
6658 7874 1939
7232 7329 3480
722 4574 9989
997 3550 6308
733 9925 9471
264 2075 9033
5423 5583 3178
7836 8822 1199
1190 1740 1223
1053 2233 758
96 9528 2418
823 6040 7541
8589 8634 3477
714 1435 8915
3297 7618 7535
3732 6276 1955
4867 6136 9462
1291 4521 3893
1190 6390 4186
1378 2262 9674
2360 2423 236
4162 9276 5847
7186 8296 7709
4870 5509 6637
2066 3499 9691
6491 7982 4807
6103 7938 8585
2195 6217 373
6433 7334 5374
965 6490 7160
5866 5942 4720
2972 8557 2350
4322 6692 593
2106 8874 1104
1141 7799 4890
8111 8794 6778
560 7821 1846
1049 5116 3578
2863 7141 9266
3371 4739 7611
5178 9002 2691
2689 4162 1811
4808 8811 2039
2216 7893 4651
1295 5696 4688
500 10000
4739 6073 1263
1053 7861 6286
5347 5862 4006
527 2790 3100
5144 6828 3395
6441 9925 6908
7495 8049 9916
7726 8172 726
6666 7772 2730
7071 8428 2287
304 2633 9682
7262 9897 3606
3173 5823 2051
475 1869 4148
824 1709 3600
558 1232 820
141 4624 8447
3094 6309 3424
252 1519 9762
4471 5921 3342
471 7468 341
498 5679 3642
2452 2655 5193
5986 7766 261
4999 6187 7120
7417 8263 3645
8065 9021 521
4210 9508 766
5935 9230 1629
6325 6882 4056
8879 9282 7339
6445 7641 66
535 9386 6352
3032 4210 5792
7269 7609 4954
1342 7042 3632
2467 6462 6526
1340 6955 7274
4433 6860 2968
5844 7938 8648
2384 6281 4627
4361 6523 5908
3667 9129 2808
2710 6988 4113
170 5619 2731
2117 9115 3211
908 5751 5460
7235 9810 4546
4406 4577 9451
1599 6960 6228
4058 7337 9671
4890 8562 8458
5560 8567 2487
7249 9806 5877
1006 8612 9489
3797 7567 170
2918 7733 3611
1949 6233 5899
5254 7884 4232
714 736 2871
4349 6151 1477
4951 5372 4421
2060 8542 3635
469 4265 8812
4806 8668 3575
3490 8520 4597
4530 5910 4672
4464 8123 7444
1021 4285 3639
1873 9656 3283
9696 9701 541
3167 4259 3106
4281 4960 1969
2055 5951 3628
4468 9502 1200
745 4165 3226
3380 4622 1762
2544 4624 3677
1664 3366 7761
294 9992 4935
17 9694 1388
3624 3778 5579
7946 9301 1005
8606 8785 565
4315 9195 9591
2924 6745 6636
5400 8142 3203
2284 8805 9863
4679 8347 1596
2164 9889 5741
3555 8488 2296
1683 7546 4481
455 2847 3434
968 6559 9148
8413 9353 1573
5922 9236 60
3823 7249 6915
7147 9799 685
2427 8603 5734
1613 2394 4695
1258 4758 429
647 2636 6264
6574 8341 6043
637 6194 4210
2396 6074 2292
1874 3999 4087
9644 9889 6649
6354 8295 3715
664 4411 5813
2140 3276 7850
4882 6490 232
6566 8657 4643
5014 5933 7299
6078 6161 6501
5218 9005 6276
5382 5853 7056
3618 5624 7475
7802 9785 1022
2461 5760 9806
3154 9772 331
3164 9145 3202
3971 7544 8162
2066 5815 4554
8139 9638 1129
3265 5221 5996
6245 8495 7903
948 7283 3776
887 4537 7604
6387 6486 8404
5891 7872 1785
1282 6615 4302
293 7726 5417
504 9115 4481
3208 7502 8551
1391 6790 5779
3407 3997 8426
2530 4173 8604
7480 9788 3413
1649 6572 4339
5056 9237 1115
4383 6721 3318
4432 9706 8098
4372 8323 24
3571 6398 5703
6586 9290 222
4745 8276 9490
2033 5314 6364
544 5351 666
3183 8589 9197
6449 7050 7787
328 4546 3778
3167 6284 4454
24 3549 9549
4246 8005 1930
4248 4946 3613
3273 6557 4769
1086 7108 5835
2758 4787 5757
2800 4253 917
1421 5868 5171
391 2745 7562
2491 2562 7576
122 3238 3079
3774 8177 4234
4303 9620 8913
2279 4283 8962
4878 7422 6803
3796 6166 4920
1153 6724 1274
2538 5829 7479
3119 9859 9647
509 6885 8258
2321 6858 9251
2969 5818 2262
930 7461 6113
4301 8205 8129
5400 7560 2255
5666 5792 3410
6552 6661 6550
1872 3932 4323
698 6255 5044
335 9627 6500
2879 9388 4879
453 8452 4041
7697 9471 189
1117 6550 341
8133 9164 5601
940 8943 8168
8298 9168 2391
3797 8162 6838
1238 7857 211
5894 6621 1833
484 5376 8246
1997 4369 8554
4968 8228 8225
4665 6388 4011
4600 8230 4831
6705 9525 8008
7316 9475 9949
8716 9373 1919
3761 8774 5133
94 918 1468
4177 4713 9707
4027 4421 1561
4682 6888 1102
4588 8281 9941
4613 9654 5651
3701 6560 5715
456 7634 5558
4838 5434 4102
7957 9830 2993
445 1429 2523
5883 6520 9833
4494 8949 9623
2603 8885 2054
41 6591 1026
2866 3287 1651
5309 9702 5748
1998 6094 7782
2420 2717 510
1974 8234 6929
970 2659 5338
3742 9127 634
4251 5715 9623
6008 8971 8151
3351 4113 7983
2262 6517 5085
944 2587 251
7712 8950 1770
3324 9015 8025
2346 5997 1457
2112 8727 540
2361 6845 6837
3558 4298 4964
2129 7782 5305
4718 8240 6623
2201 3628 3719
1734 1930 799
6582 8798 2078
1046 5642 7532
7064 9207 9585
4699 8300 5837
2923 4050 1101
527 5369 2723
4671 5594 4859
3250 4194 3958
4592 8475 6134
2251 4028 7347
880 3774 8013
262 9445 8613
4572 9199 8109
3926 7105 7331
7300 7933 6872
3319 3557 4570
7333 7859 6506
6471 7011 1260
5425 9198 189
5037 5215 3720
2334 9970 2586
1607 5041 3050
4349 4350 9954
1096 8303 470
156 7391 6493
8917 9233 5297
1588 6717 3107
1528 9085 3024
1635 9367 8984
85 8726 3444
7287 9709 6604
1830 2781 3556
5613 7333 5315
1248 2300 141
967 2362 8194
17 3285 2759
3437 4871 4267
64 9342 5898
5286 8534 8521
4982 8727 8256
2592 4809 6063
6844 8042 7580
1225 8151 4925
4804 7721 5003
232 9000 9252
8035 9370 584
5852 6883 8140
1019 2552 5957
2108 8948 8627
800 2886 1416
6172 6268 9288
433 8774 9908
254 2059 4184
1966 6521 3449
431 5245 616
2629 7471 5854
3396 3920 547
3431 6591 6300
11 3757 4245
3939 9823 7182
342 6713 7001
4760 9587 3096
4540 8213 4543
3294 6240 2341
243 8064 8801
2284 8491 6261
1662 8019 8072
1081 3637 9013
3733 4027 6073
675 1954 7552
3536 9851 6710
1293 5458 390
4280 7716 5313
1135 5095 6427
6288 9917 2819
2069 2354 9091
1479 8897 6397
75 4217 3036
2060 2926 6462
1415 3165 43
1754 1810 6854
6700 9414 5579
1573 8088 3017
1910 3189 6163
1489 4981 6103
6790 9392 3239
1891 8727 9515
6663 7764 6641
5866 6776 7026
730 4652 7248
3224 3797 1437
105 9984 7904
4993 5401 9194
1317 9909 9291
3514 7264 3263
2118 3277 4113
3817 7168 9689
156 6391 3268
274 9050 5971
2501 2873 6102
1546 9558 6329
2252 6737 3253
153 3726 9647
1076 7237 2631
327 5356 4653
9137 9158 8466
1643 3917 989
458 2191 5870
2190 3559 1272
1672 9044 3871
3081 5704 3916
8201 8851 6429
1174 8231 5570
3481 4453 6598
2985 8309 9007
3567 5256 5813
2916 7765 9160
4650 7885 7172
1210 2890 2475
3572 8597 2335
7208 8602 6698
3077 4739 1018
3507 4027 1339
4030 7274 3958
2020 3894 877
1741 2205 1150
126 5729 1389
1139 3932 7528
973 3991 6009
817 6335 4954
2568 8220 9396
75 555 9994
844 7928 1259
6011 7034 3098
639 8753 4038
3357 5023 7378
4598 5018 9378
2312 6064 96
439 2823 8925
4284 9096 1469
268 8219 4723
1402 4298 6801
4892 6856 6360
7594 8723 6602
5243 5686 1047
4297 5730 88
3721 9443 8410
1290 9042 3883
198 9706 3226
5208 5886 8864
2054 5205 9720
651 6373 1689
4636 5293 8508
4408 9264 9484
2123 6240 7085
1218 2365 5806
7789 9840 5537
6545 6873 8800
5729 9247 1815
1393 1492 4138
2603 4393 1267
1285 5768 4983
6105 9391 4153
7629 8219 5777
3771 6481 4381
6574 9887 8062
2099 9153 4698
7975 8016 3322
516 4619 2144
2413 5884 8789
7998 9781 5042
3247 7032 2767
3089 3228 3760
418 1499 3715
3145 7531 4930
5746 7620 3810
2815 3708 9493
3826 4855 9649
1652 7747 4266
990 3116 8164
679 9172 9933
4645 5298 7531
819 7899 8963
2296 5672 8925
7542 9614 5046
59 9247 1813
2343 5822 2565
3589 9833 4986
6094 9879 3959
767 7836 4130
6923 7764 9519
4214 6492 9832
8131 9348 5318
1071 8829 732
514 2343 5108
4995 8814 2188
7090 8888 2801
2317 5192 65
5739 6747 3867
242 7177 7452
4328 6492 2711
5518 9581 9122
111 8659 653
1347 7360 229
4282 7085 1998
6567 9055 8388
2018 7519 9064
3115 6829 8597
2050 3847 765
213 2738 6305
2116 7226 4272
2819 4509 6576
7711 9787 6385
9111 9873 7862
5818 7636 6714
428 9212 4558
788 9055 6202
4465 6540 7237
1245 9630 1730
296 4062 6553
3356 6070 2333
8633 9011 2674
8124 8318 164
6102 8706 3393
1825 5999 3490
6638 8924 1336
197 3089 1653
6645 6879 3369
1690 7266 6390
6695 8392 8259
3349 7422 6233
4590 9881 6506
7933 8193 4616
3421 5425 8437
5123 8700 4172
4938 8205 8973
4225 5317 93
5825 8318 4532
875 7903 844
390 8220 3331
4520 4740 6478
58 3596 5672
8806 9260 395
6305 9245 4143
5127 7016 5287
8355 9896 8944
194 776 1567
407 1361 1865
2824 5311 4568
1401 3590 2972
1008 3261 5828
5661 6906 5627
6158 8742 4213
5310 9856 914
4535 9738 4135
194 1333 6245
7017 7572 3816
2189 8140 3291
7004 7428 7706
62 5696 9882
329 3001 6844
2638 4699 2741
500 10000
4323 8715 3221
736 796 3011
560 5484 4098
5032 8025 9552
5396 9843 497
5838 5942 5945
6750 9996 2478
1729 8296 9444
136 6887 717
6626 9139 8557
5573 7918 4728
3557 7167 471
1306 2792 4859
1852 3913 6834
2345 7406 4494
3667 9385 4521
5411 9824 226
2359 2986 8591
1406 3105 1726
2260 9951 4731
1743 7902 7867
1691 1909 3552
1420 6685 2143
6930 8415 2561
5599 7430 6278
5855 7630 9812
6273 8444 7031
2895 5897 5733
3928 7375 8197
2100 5789 9583
878 9535 4916
2276 9311 5366
3937 4661 462
2411 5294 6599
1763 5563 101
4306 9842 9875
4903 5638 8107
2767 8970 6136
5155 8062 2704
207 7620 4130
4361 5704 3403
1585 4335 1106
5526 7049 844
2514 9826 6253
1104 3102 3472
